,age,gender,pref_party,position,representative
857531,30,m,SP,2,True
857532,35,m,FDP,5,True
857562,48,f,Grüne,2,True
857575,35,m,SP,1,False
857654,36,f,SP,1,True
857772,56,m,SP,3,False
857872,57,f,Mitte, ,True
857955,31,m,Grüne,2,True
857981,31,m,PdA,1,False
858250, , ,Keine, ,False
858591,31,m,EVP,4,False
858632,45,f,GLP,4,False
858880,31,m,GLP,2,False
859058, , ,GLP, ,False
859118, , ,SVP,7,True
859354,70,m,Keine,5,False
859734,43,m,SVP,6,True
859751,36,m,GLP,2,False
859838,48,m,Keine,3,False
859980,64,m,SP,1,False
860328,19,m,Grüne,2,False
860555,67,f,SVP,6,True
860624,62,m,FDP,4,False
860855,29,f,SP,1,False
860909,49,m,Mitte,3,True
861044,35,m,GLP,5,True
861052,22,m,SP,2,True
861090,44,m,SP,2,False
861203,28,x,AL,1,False
861291, , ,FDP,5,False
861294,56,m,GLP,7,False
861544,36,f,SP,2,True
861554,27,m,GLP,4,False
861652,45,m,Mitte,4,False
861885,26,m,SP,2,False
861954,32,m,FDP,5,False
862307,42,m,Mitte,4,False
862584,52,f,Keine,3,False
862602,31,m,GLP,3,False
862630,16,f,SP,3,False
863083,46,m,GLP,2,False
863128,45,f,Keine,5,False
863163,47,f,Keine,3,False
863168,31,f,FDP,5,False
863195,56,f,Keine,3,False
863358,29,m,FDP,6,False
863489,30,m,SP,2,False
863537,39,m,Mitte, ,False
863648,40,f,GLP,5,False
863756,75,m,GLP,3,False
863932,46,m,Mitte,5,False
863957,24,m,FDP,4,True
864102,55,m,GLP,5,False
864122,27,m,SP,2,False
864237,25,m,Grüne,2,False
864269,58,f,Keine,4,False
864295,33,m,Mitte,3,False
864626,67,m,SVP,6,True
864725,31,m,SP,1,False
864844,25,m,GLP,3,False
865051,34,f,SP,2,False
865353,67,f,Mitte,4,False
865493,35,m,Keine,5,False
865495,46,f,FDP,4,False
865497,49,m,Grüne,3,False
865746,51,f,Mitte,4,False
865846,46,f,Grüne,2,False
865938,33,f,SP,2,False
865980,41,f,SP,2,False
866492,39,m,FDP,5,False
866709,35,m,FDP,5,True
866816,28,m,Mitte,5,False
866829,38,m,Keine, ,False
867091,55,m,SVP,6,True
867129,48,m,Keine,1,False
867157,46,m,GLP,2,False
867297,63,m,Keine,5,False
867480,40,m,Keine,4,False
867487,53,m,GLP,2,False
867520,19,m,SVP,5,True
867580,36,m,SP,2,False
867657,41,m,SP,2,True
867754,47,f,GLP,2,False
867800,24,m,Grüne,3,False
867912,66,m,GLP,3,False
867917,29,m,GLP,5,False
867968,38,f,SP,2,False
868129,28,m,Keine,2,False
868484,55,m,Keine,6,False
868650,50,m,FDP,5,False
868848,30,m,GLP,4,True
868884,52,m,GLP,3,False
868906,36,m,FDP, ,False
869459,49,m,FDP,4,True
869551,71,m,Keine,1,False
869575,64,f,SVP,7,True
869910,24,m,GLP,3,False
869951,66,m,FDP,5,False
870310,17,m,SP,2,False
870397,31,m,GLP,3,True
870573, , ,Mitte,4,False
870815, , ,SP,2,False
870831,50,m,Keine,5,False
870889,30,f,GLP,2,True
870918,39,m,GLP,2,False
871097,43,m,FDP,6,False
871362,24,m,GLP, ,False
871366,24,m,GLP, ,False
871375,78,m,Grüne,2,False
871384,24,m,GLP, ,False
871431,50,f,GLP,2,False
871466,37,m,GLP,4,False
871483,41,f,GLP,2,False
871487,45,m,FDP,6,True
871636,44,m,FDP,5,False
871679,26,m,FDP,5,False
871701,60,m,GLP,5,False
872213,57,m,SP,3,False
872437,45,m,SP,2,True
872614,49,m,GLP,3,False
872711,37,m,FDP,5,False
873140,41,m,Keine, ,False
873228,47,f,Keine,2,False
873252,57,m,Grüne,1,False
873333,38,m,Keine,4,False
873343,18,m,GLP,3,False
873469,36,none,Grüne,1,False
873565,20,m,GLP,3,False
874343,31,m,Grüne,2,True
874406,56,m,Keine,4,False
874440,52, ,Keine,7,False
874595,69,m,SP,3,False
874875,61,none,GLP,5,False
874893,50,m,SP,6,False
875083,49,m,Keine,4,False
875101,49,m,Keine,4,False
875147,29,m,GLP,2,False
875389,67,m,SP,2,False
875459,47,m,SP,3,False
875478,32,m,FDP,5,False
875487,55,m,FDP,5,False
875881,21,m,GLP,3,False
875939,36,m,SVP,6,True
875962,36,f,GLP,3,False
875986,28,m,GLP,5,False
876062,45,f,GLP,3,True
876194,44,f,SP,2,False
876316,20,none,Grüne,1,False
876394,27,m,FDP,5,False
876590, , ,Keine,3,False
876602,41,m,GLP,3,False
876676,54,m,GLP,5,False
876706,35,f,Keine,1,False
876748,42,m,Keine,2,False
876820,49,m,Grüne,2,True
876881,20,m,GLP,5,False
876944,46,m,Mitte,4,False
877019,23,m,Grüne,2,False
877052,26,m,Grüne,1,False
877060,23,m,Keine,2,False
877207,19,m,SP,6,True
877319,57,f,SP,2,False
877356,57,m,Mitte,4,False
877441,47,f,FDP,5,False
877443,18,m,Grüne,1,False
877446,55,m,SVP,5,True
877626,59,m,GLP,4,True
877736,47,m,FDP,6,False
877831,23,m,FDP,5,False
878163,28,m,FDP,6,False
878252,46,m,SVP,6,True
878358,32,m,Keine,3,False
878957,54,f,GLP,3,False
879017,30,m,SP,3,False
879052,52,m,Keine,5,False
879503,35,m,GLP,4,False
879771,48,m,GLP,3,False
879844,62,m,FDP,6,False
879854,36,m,Andere,1,False
880276,40,m,SVP,7,True
880280,20,m,GLP,3,True
880581,27,f,Keine,3,False
880604,42,f,SP,5,False
880679,53,f,SP,3,False
880789, , ,Keine,2,False
880800,45,f,GLP,4,False
880846,48,m,Mitte,5,False
880982,45,m,Keine,4,False
881177,42,m,Grüne,2,False
881316,62,m,Keine,3,False
881622,29,m,SVP,6,True
881674,27,m,Grüne,2,False
881734,31,f,Grüne,2,True
882207,54,f,GLP,4,False
882520,18,m,Keine,7,False
882687,44,m,GLP,5,False
882768,65,f,GLP,5,False
882829,28,m,GLP,3,False
882878,55,f,Keine,1,False
882965,48,f,Keine,4,False
883238,65,m,FDP,6,False
883348,32,m,SP,2,False
883544,42,m,GLP,4,False
883710,59,m,GLP,5,False
883767,55,m,GLP,3,False
883991,26,m,Keine,3,False
884223, , ,EVP,3,True
884338, , ,GLP,3,False
884402,59,f,GLP,3,False
884445,28,m,Keine,2,False
884533,62,m,SP,2,False
884569,32,m,FDP,6,False
884848,21,f,SP,3,True
885029,22,m,SP,2,False
885443,53,m,Keine,6,False
885469,38,m,FDP,5,False
885630,42,m,GLP,6,False
885680,30,m,Grüne,6,False
885756,31,m,Keine,3,False
885820,45,m,GLP,4,False
885839,46,m,SP,1,False
885849,57,m,Grüne,3,False
885853,35,m,FDP,6,False
885882,82,m,GLP,3,False
886078,30,m,FDP,6,False
886153,49,m,FDP,6,False
886351,22,f,GLP,2,False
886376,81,m,SVP,5,True
886399,30,f,SP,5,False
886441,18,m,Keine,4,False
886812,33,f,Grüne,1,False
886904, , ,FDP,3,False
886996,57,m,Keine,5,False
887034,27,m,SP,2,True
887189,43,m,GLP,5,False
887202,57,m,GLP,3,False
887330,45,m,SVP,6,True
887489,30,m,SP,2,False
887559,68,m,GLP,5,False
887714,25,x,AL,1,False
887761,46,m,Grüne,2,False
887904,52,m,Keine,5,False
888122,38,f,SP,2,True
888165,55,m,Mitte,4,False
888206,28,m,Keine,3,False
888415,30,m,Keine,4,False
888843,27,m,GLP,4,True
888859,41,m,AL,1,False
888949,34,m,GLP,2,True
888989,40,m,SP,2,False
889028,33,m,SP,2,False
889400,60,f,Keine,2,False
889401,58,m,AL,2,False
889483,34,m,GLP,5,False
889527,44,m,Keine,5,False
889560,58,f,SP,2,False
889597,43,m,Keine,2,False
889709,27,f,Keine,4,False
889817,33,m,SP,2,True
889887,68,m,Grüne,2,False
890220,18,m,SVP,6,True
890349,73,m,SP,3,False
890440,48,f,GLP,3,False
890525,37,m,FDP,5,False
890637,41,m,SP,1,False
890679,27,m,SVP,6,True
890746,34,m,FDP,5,False
891171,62,f,GLP,2,True
891343,40,m,Keine,2,False
891364,35,f,SP,2,False
891512,47,m,Keine,4,False
891695,60,f,Keine,4,False
891893,24,f,SP, ,False
891907,27,m,Keine,3,False
891913, ,m,SVP,6,True
892479,64,m,Andere,2,False
892544,37,m,Mitte,4,False
892997,50,m,GLP,4,False
892998,28,m,SP,2,False
893135,26,m,Mitte,5,False
893228,31,m,GLP,3,False
893423,23,f,GLP,3,False
893535,57,m,GLP,3,True
893627,30,f,Keine,3,False
893646,31,m,Keine,5,False
893658,25,none,SP,1,False
893759,40,m,SP,3,True
893859,30,m,Keine,4,False
893884,61,m,Keine,3,False
893902,38,f,Keine,3,False
893997,40,m,Keine,3,False
894023,39,m,Keine,5,False
894188,53,f,SP,2,True
894265,37,m,Keine,3,False
894659,31,m,FDP,5,True
894704,50,m,SVP,6,True
894798,35,f,Grüne,2,False
895006,29,m,SVP,5,True
895036,28,m,Grüne,2,True
895271,37,m,Keine,4,False
895329,34,m,SP,2,False
895469,59,f,SP,2,True
895503,39,f,Grüne,2,False
895559,46,f,SP,2,False
895673,37,m,GLP,2,False
895704,32,f,Keine,3,False
895928,28,m,FDP,5,False
896001,50,m,GLP,3,False
896210,26,m,SP,1,False
896255,48,m,Keine,4,False
896260,23,m,Keine,4,False
896675, , ,GLP,2,False
897050,34,m,SVP,7,True
897187,52,m,Keine,5,False
897282,45,m,SVP,6,True
897289,48,m,GLP,5,False
897406,42,m,SP,1,True
897548,76,m,GLP,4,False
897567,18,f,SP,1,False
897718,31,m,AL,1,False
897890,61,f,Keine,5,False
898089,27,m,Keine,4,False
898171,26,f,SP,2,False
899074,28,m,FDP,5,False
899173,43,none,Keine,5,False
899197,25,m,Keine,6,False
899251,35,f,SVP,6,True
899375,53,f,FDP,5,False
899421,35,f,GLP,1,False
899504,29,m,GLP,3,True
899759,39,m,Keine,3,False
899793,36,m,EDU,6,True
899832,45,m,Keine,3,False
899932,34,m,Mitte,3,False
900063,26,m,Keine,5,False
900250,51,m,Grüne,2,False
900345,39,m,FDP,5,False
900402,35,m,Mitte,2,True
900489,26,m,Keine,5,False
900571, , ,GLP,4,False
900590,30,m,GLP,2,False
900603,34,m,Andere,1,False
900605,63,m,Keine,4,False
900726,28,m,SP,2,False
900836,46,m,GLP,4,False
900844,31,m,Grüne,2,True
900940,49,m,SP,2,False
900961,38,m,Keine,5,False
901028,30,m,Keine,1,False
901125, , ,FDP,6,False
901199,40,m,AL,1,False
901242,64,m,GLP,4,False
901313,23,m,SP,2,True
901629,46,f,Grüne,2,False
901946,31,m,GLP,5,False
902099,40,f,SP,2,True
902156,54,m,GLP,4,False
902442,25,m,Grüne,1,False
902455,40,m,Mitte,4,False
902514,50,m,Grüne,3,False
902538,26,m,Grüne,3,False
902617,28,m,Keine,5,False
902741,47,m,SP,3,False
902806,37,m,Keine,1,False
903128,60,f,Grüne,1,False
903193,59,f,Grüne,1,True
903206, , ,Grüne,1,False
903232,40,m,SP,3,False
903283,33,m,SP,1,False
903412,41,m,Mitte,5,False
903463,35, ,SP,1,False
903512, , ,SP,6,False
903524,49,m,Keine,4,False
903773,33,m,SP,3,False
903955,31,m,Keine,5,False
903979,26,f,SVP,6,True
904085, , ,SP,1,False
904147,54,m,Grüne,2,True
904314,34,f,Grüne,2,False
904338,18,x,SP,2,True
904560,64,m,Keine,4,False
904588,32,f,SP,3,False
904773,50,m,Andere, ,False
904827,27,m,GLP,3,True
904984,18,m,SVP,7,True
905017,74,m,GLP,3,True
905078,30,m,Grüne,2,False
905274,34,f,GLP,5,False
905487,20,m,FDP,5,True
905937,46,f,SP,2,False
906001, ,m,Keine,7,False
906080,66,f,SP,2,False
906335,17,m,FDP,5,False
906583,67,m,SP,2,False
906882,35,m,GLP,6,False
907249,35,m,SVP,6,True
907269,22,f,FDP,5,False
907465,46,m,SP,2,False
907506,45,f,Keine,2,False
907640,20,m,GLP,4,False
907818,46,m,SVP,6,True
907905,69,f,Keine, ,False
908248,58,m,SVP,7,True
908528,29,m,SP,2,False
908555,37,m,AL,1,False
908711,60,m,Keine,4,False
909092,39,m,Keine,5,False
909103,61,f,SP,2,False
909127,50,m,GLP,4,True
909186,43,m,EVP,3,False
909206,43,f,SP,2,False
909268,52,m,GLP,3,False
909426,33,m,EVP,2,True
909561,18,m,Mitte,3,False
909608,54,f,Grüne,1,False
909708,28,m,FDP,5,False
909766,32,f,SP,3,False
909874,29,m,Keine,5,False
910068,44,m,Grüne,1,True
910231,32,f,FDP,5,False
910983,53,m,EDU,5,False
911362,49,m,Grüne, ,False
911392,31,f,GLP,3,False
911497,32,m,SP,1,False
911532,32,m,FDP,6,False
911540,22,m,GLP,4,False
911749,15,m,SP, ,False
911827,48,m,Grüne,2,False
912195,63,m,FDP,5,False
912283,52,m,Keine,5,False
912291,23,f,Mitte,2,False
912378,34,m,GLP,2,False
912464,29,m,Keine,3,False
912570,37,f,Keine,3,False
912735,44,m,FDP,6,False
912756,52,f,FDP,6,False
913081,27,none,Keine,1,False
913148,34,m,Keine,4,False
913151,16,m,Grüne,2,False
913236,22,f,SP,1,False
913505,22,m,SP,2,False
913645,78,m,GLP,5,False
913650,40,m,SP,2,False
913751,53,m,FDP,5,False
913895,25,f,Keine,2,False
914053,39,m,EDU,6,True
914095,50,m,Keine,5,False
914166,48,f,Mitte,5,False
914182,38,m,EVP,5,True
914252,45,m,FDP,4,True
914559,31,m,FDP,6,False
914657,58,m,GLP,4,False
914774,19,f,GLP,1,False
914948,39,m,SVP,6,True
915031,29,m,SP,4,False
915287,27,m,GLP,5,False
915347,29,m,Keine,3,False
915484,44,f,SP,2,False
915744,29,m,SP, ,False
915805,34,m,AL,1,False
916040,49,f,Grüne,2,False
916243,38,m,Keine,2,False
916304,23,m,SP,1,False
916510,59,m,GLP,5,False
916532,29,m,SP,1,False
916685,56,m,Keine,6,False
916897,19,m,Keine,4,False
916941,51,f,SVP,5,True
916949,39,f,GLP,2,False
916957,-7976,x,SVP,7,True
917154, ,m,SP,1,False
917189,49,m,FDP,6,False
917741,24,m,GLP,5,False
917845,32,none,SP,1,True
918291,56,m,FDP,6,False
918385,40,m,Mitte,5,False
918395,25,m,GLP,4,False
918590,19,f,SP,2,True
918687,39,f,GLP,3,True
918692,47,m,FDP,3,False
918756,40,m,GLP,5,False
918783, ,m,Keine,4,False
918931,48,m,GLP,3,False
918978,37,m,SP,2,False
919052,49,f,SP,1,True
919294,62,m,FDP,6,False
919431,38,f,SP,1,False
919449,52,f,Keine, ,False
919459,45,m,Keine,2,False
919501, , ,Keine, ,False
919804,42,m,GLP,3,False
919859,64,f,GLP,3,False
920546,43,m,GLP,3,False
920723,61,m,Keine,3,False
920971,36,m,SP,1,False
921045,32,m,GLP,2,False
921135,28,m,Grüne,2,False
921488,29,m,EDU,7,False
921709,30,m,Keine,3,False
921793, , ,Keine,5,False
921896,34,m,SVP,5,True
921930,33,f,SP,2,True
922020, , ,Mitte,4,False
922075,19,m,FDP,5,False
922351,23, ,PdA,1,False
922618,80,m,GLP,3,False
922837,29,m,Keine,5,False
922885,71,m,GLP,4,False
922952,39,m,SP,1,False
923023,55,m,FDP,6,False
923047,62,m,GLP,3,False
923152,59,m,FDP,4,True
923195,31,m,FDP,5,True
923264,33,f,SP,1,True
923341,39,m,GLP,2,False
923411,31,m,SP,2,False
923437,67,m,GLP,4,False
924250,37,m,Mitte,5,False
924313,32,m,GLP,3,False
924427, , ,Grüne,1,True
924526,26,m,FDP,5,False
924684,59,m,Grüne,3,False
924891,30,m,SP,2,False
924944,64,m,Keine,4,False
925001,65,f,Grüne,3,False
925056,40,m,GLP,3,False
925088,34,m,GLP,3,False
925134,26,m,GLP,3,False
925263,35,f,SP,2,False
925274,58,m,FDP,6,False
925434,48, ,Grüne,2,False
925491,33,m,Mitte,4,False
925569,34,m,Keine, ,False
925784,37,f,GLP,3,False
925805,33,none,AL,1,False
925855,59,m,Keine,5,False
925868,61,m,SVP,7,True
926047,33,f,Keine,5,False
926113,60,m,Keine,4,False
926165,54,f,Keine,4,False
926605,38,f,SP,2,True
926652,31,f,FDP, ,False
926818,63,m,SVP,4,True
926845, ,f,Grüne,2,False
927555,47,m,FDP,5,False
927806,24,m,GLP,4,False
927915,27,m,Keine,5,False
927992,14,f,SP,2,False
928059,30,f,SP,1,False
928364,18,m,SVP,6,True
928466,24,f,SP,1,False
928471,27,m,Keine,3,False
928541,21,m,GLP,3,False
928578,50,m,Keine,4,False
928676,40,m,Keine,3,False
928801,33,m,GLP, ,False
928909,59,m,SVP,6,True
929081,53,m,GLP,2,False
929276,43,f,SP,2,False
929284,61,m,GLP,4,False
929336,58,m,SVP,5,True
929526,33,m,FDP,5,False
929533,51,m,Mitte,3,False
929559, , ,Mitte,1,False
929776,22,m,GLP,3,False
929825,41,m,Grüne,4,False
929831,35,m,GLP,4,False
929977,43,m,Keine,3,False
930321,32,m,Grüne,2,False
930641, , ,FDP,4,False
930642,59,f,Keine,5,False
930760,34,x,GLP,3,False
930761,37,m,Keine,4,False
930943,45,m,FDP,4,False
931006,29,m,Keine,3,False
931136,52,m,SVP,6,True
931184,30,m,SP,3,False
931381,41,m,FDP,5,False
931770,33,m,GLP,5,False
931829,53,m,SP,3,True
932227,40,m,Andere,5,False
932252,22,m,SP,2,True
932273,18,f,GLP,2,False
932289,18,m,GLP,3,False
932293,41,m,Keine,5,False
932498,52,m,FDP,5,False
932773,82,m,Grüne,1,False
933048,59,m,GLP,4,False
933297,26,m,Keine,5,False
933362,32,f,SP,1,False
933419,50,f,Grüne,3,False
933508,50,m,GLP,4,False
933587,38,m,Grüne,2,False
933609,51,m,GLP,4,True
933889, , ,SVP,6,True
933982,38,m,SP,2,True
934241,33,m,SP,3,True
934436,60,m,SVP,6,True
934494,36,m,Andere,3,False
934585,28,f,SP,1,False
934612,45,f,Grüne,2,False
934807,35,m,Keine,3,False
934906,33,m,GLP,3,False
935371,20,x,PdA,1,False
935594,47,m,SVP,6,True
935684,45,f,FDP,3,True
935950,30,m,SVP,6,True
936058,59,f,Keine,5,False
936089,62,f,Grüne,3,True
936124,53,f,GLP,2,False
936190,34,m,Mitte,3,False
936237,38,m,GLP,2,False
936352,50,m,Keine,3,False
936383,30,f,Keine,3,False
936385,33,m,Andere,1,False
936961,45,f,Keine,4,False
936999,53,f,GLP,2,False
937082,45,f,Keine,4,False
937108,34,f,Keine,3,False
937142,51,f,Keine,2,False
937335,62,m,Keine,5,False
937625,56,f,Grüne,1,False
937659,36,m,SP,1,False
937676,59,m,Keine,5,False
937727,60,m,Keine,4,False
937832,53,f,Keine,4,False
937920,46,m,FDP,5,False
938224,38,f,Mitte,4,False
938225,55,f,GLP,4,False
938226,24,f,SP,2,False
938227,51,f,Grüne,3,False
938230,40,m,SVP,6,True
938251,54,none,Keine,3,False
938358,48,m,GLP,3,False
938420,32,f,SP,2,False
938441,38,m,GLP,3,False
938518,51,m,GLP,5,False
938592,30,m,GLP,3,False
938640,36,m,FDP,5,True
938669,30,m,Keine,4,False
938698,28,f,SP,1,True
939185,64,f,SP,2,False
939228,25,f,SP,1,False
939236,38,f,FDP,5,False
939406,69,m,Mitte,6,False
939424,71,f,Grüne,2,False
939453,17,m,GLP,5,False
939704,48,m,AL,3,False
940094,45,m,GLP,3,False
940162,33,f,SP,1,False
940207,25,m,Keine,3,False
940247,71,m,SP,2,False
940748,38,m,FDP,6,False
941120,53,m,FDP,5,False
941157,21,m,GLP,4,True
941381,53,m,GLP,2,False
941696,43,f,SP,1,False
941828,43,f,GLP,2,False
942068,42,m,EDU,5,True
942442,30,m,Keine,3,False
942692,30,f,Keine,5,False
942930,28,m,SP,2,False
942993,68,m,SVP,7,True
943553,30,m,Andere, ,False
943663,44,m,SP,2,False
943807,62,m,Mitte,4,False
943827,52,m,FDP,5,False
943860,44,m,SP,1,False
944020,30,m,SP,2,False
944206,45,m,SP,1,False
944225,20,m,Keine,4,False
944487,29,m,Grüne,2,False
944593,35,m,Keine,3,False
944664,34,m,FDP,5,True
944732,41,f,SP,2,True
945004,60,none,Keine, ,False
945072,83,m,FDP,5,False
945332, , ,SVP,4,True
945382,17,f,SP,2,False
945680,18,m,FDP,5,False
945822,56,m,SP,2,True
945846,32,m,SP,2,False
946031,45,f,Keine,2,False
946042,60,f,Keine,5,False
946507,55,m,SVP,7,True
946786,16,f,FDP,6,False
946813,44,m,Keine,5,False
946985,53,m,SP,2,False
947080,43,m,SP,3,False
947157,35,m,FDP,5,False
947271,50,m,SP,3,False
947292,39,m,Keine,4,False
947327,27,m,SP,3,False
947369, , ,GLP,3,False
947527,55,f,SP,2,True
947615,56,m,FDP,5,False
947692,41,f,Grüne,1,True
947719,60,m,Keine,6,False
947895,26,m,FDP,5,True
948172,57,f,FDP,5,True
948452,34,m,FDP,5,False
948485,64,f,Grüne,1,True
948538,27,m,SP,1,False
948716,48,m,FDP,5,False
948760,25,m,FDP,6,False
948842,29,m,EVP,4,False
948940,67,m,SP,2,True
949415,45,f,SP,2,False
949613,29,m,SP,2,True
949695,35,m,GLP,3,True
949896,28,m,GLP,3,False
950010,50,f,SP,3,False
950213,48,m,FDP,5,False
950378,65,m,Grüne,1,False
950485,19,m,FDP,6,False
950550,24,m,SP,2,False
950591,35,none,Andere,4,False
950706,27,m,Keine,3,False
950900,70,m,SP,3,False
950968,62,m,FDP,6,False
951134,27,m,SP,3,False
951466,72,m,Keine,5,False
951930,22,f,SP,1,False
952475,22,x,SP,1,False
952526,37,m,GLP,4,False
952750,27,m,SP,2,False
952766,28,f,SP,3,False
952824,53,m,FDP,5,False
952825,32,m,FDP,6,False
952953,24,m,SP,1,True
953207, , ,PdA, ,False
953262,38,f,GLP, ,False
953575,47,m,Keine,5,False
953639,48,m,SVP,7,True
953731, , ,Mitte,4,False
953965,23,f,Grüne,2,True
954115,30,m,Keine,3,False
954150,38,f,GLP,3,False
954165,33,f,GLP,5,False
954252,52,m,SVP,7,True
954293,35,m,GLP,5,False
954305,35,m,GLP,5,False
954571,48,m,FDP,5,False
954984,20, ,SP,1,False
955089,25,f,SP,1,True
955305,46,m,Grüne,1,False
955327,37,m,Mitte,4,False
955431,30,m,SP,2,False
955451,23,f,Grüne,2,False
955565,38,f,Keine,2,False
955585,59,m,GLP,5,False
955592,30,f,Grüne,1,False
955633,26,m,SP,1,True
955717,26,m,SP,1,False
956009,28,m,GLP,3,True
956110,55,m,FDP,6,False
956213,43,m,FDP,5,True
956639,56,f,Mitte,4,True
956659,40,m,GLP,4,False
956775,25,f,SVP,6,True
957096,29,f,SVP,5,True
957349,49,m,SVP,5,True
957393,75,m,SVP,6,True
957430,39,m,EVP,6,False
957749,17,m,Keine,5,False
957775,61,m,EVP,3,False
957937,37, ,SP,2,False
958135,43,m,GLP,3,False
958243,51,m,GLP,5,False
958376,40,m,Grüne,3,False
958644,29,m,FDP,5,False
958662,35,m,Grüne,2,True
958705,36,m,Keine,4,False
958812,23,m,GLP,3,True
958841,27,m,Keine,4,False
958964,44,m,FDP,4,False
959114,36,m,AL,2,False
959241,29,f,SP,1,False
959351,31,m,FDP,5,False
959568,57,m,SP, ,False
959629,31,f,SP,2,False
959648,20,m,Mitte,4,False
959817,35,m,SVP,1,True
959972,20,m,FDP,5,False
960116,48,f,SP,2,False
960137,36,m,SP,2,False
960140,45,m,Keine,1,False
960257, , ,SP,1,False
960293,32,f,SP,2,False
960351,40,m,Keine,6,False
960541,56,m,AL,1,False
960597,53,m,GLP,4,False
960617,32,f,Keine,5,False
961032,35,m,Keine,5,False
961163,61,m,SP,2,True
961365,26,m,Keine,4,False
961421,17,m,Grüne,2,False
961646,25,f,FDP,6,False
961981,68,m,Keine,6,False
962178,32,m,SVP,5,True
962671,58,f,SP,2,False
962880,57,m,Keine,3,False
963256,35,f,SP,2,False
963293,37,m,Grüne,3,False
963553,49,m,SP,2,False
963647,42,f,SP,2,False
963758,56,m,Keine,6,False
964138,35,m,Mitte,5,False
964457,33,f,Keine,5,False
964510,78,m,SP,2,False
964604,38,m,GLP,2,False
964691,40,m,Keine,5,False
964781,31,f,GLP,3,True
964783,18,f,Grüne,1,False
964794,40,m,Mitte,4,False
964838,39,f,SP,2,False
964842,39,m,FDP,5,False
965009,45,m,GLP,3,False
965141,41,f,SP,2,False
965190,34,m,Keine,5,False
965434,39,m,Keine,2,False
965467,36,m,Keine,4,False
965502,57,m,Keine,4,False
965573,37,f,SP,1,False
965615,18,m,SVP,6,True
965652,77,f,Keine,5,False
965775,54,m,Keine,3,False
965861,17,f,Keine,2,False
966036,36,m,SP,1,False
966037,43,m,SP,2,False
966070, , ,SP,2,False
966107,57,m,FDP,5,True
966140,41,m,GLP,3,True
966404,39,m,Grüne,1,True
966440,35,f,Mitte,4,True
966501, , ,FDP,6,False
966522,34,m,GLP, ,False
967092,39,m,SVP,6,True
967147,28,m,GLP,4,False
967162,39,m,Keine,2,False
967527,23,m,GLP,3,False
967815,39,f,SP,3,True
968007,40,m,FDP,6,False
968275,35,m,GLP,5,False
968328,67,m,FDP,5,True
968553,38,m,AL,1,False
968626,36,m,EVP,4,False
968684,26,m,FDP,5,False
968744,22,m,Grüne,2,False
968844,49,m,GLP,4,False
968852,45,m,Mitte,4,False
968954,38,m,Mitte,4,False
968955,26,f,Keine,3,False
969015,35,m,FDP,5,False
969239,32,m,SP,1,False
969448,33,f,GLP,4,False
969690,32,m,AL,3,False
969851,41,m,SP,2,False
969885,30,m,SP,2,False
969891,70,m,SVP, ,True
969899,31,m,GLP,3,True
969907,31,m,GLP,4,False
969941,55,m,Keine,3,False
970057,30,f,Keine,2,False
970084,29,m,FDP,4,False
970087,50,m,SVP,6,True
970180,45,m,SVP,7,True
970205,25,f,Keine,3,False
970259,43,m,GLP,4,False
970344,33,m,GLP,5,False
970375,32,f,GLP,2,False
970627,33,m,SP,1,False
970685,64,m,EVP,3,False
970720,43,f,Keine,3,False
970756, , ,Keine,2,False
970759,47,m,Mitte,4,True
970786,27,f,FDP,5,True
970815,49,m,GLP,3,False
970916,25,m,FDP,5,True
970940,40,m,AL,2,False
971005,34,m,Keine,2,False
971401,45,m,GLP,4,False
971444,46,f,FDP,6,False
971509,33,m,FDP,6,False
971696,33,m,GLP,4,True
971837,46,f,Grüne,2,False
971959,36,m,FDP,7,False
972018,35,m,SP,2,False
972405,29,m,GLP,3,False
972619,37,f,Grüne,2,False
972996,37,m,SP,2,True
973178,40,m,GLP,3,False
973378,29,m,Keine,5,False
973445,61,m,SVP,5,True
973793,62,f,GLP,4,False
973798,27,f,SP,2,False
974228,48,m,FDP,5,False
974349,36,m,Keine,5,False
974384,34,f,Keine,3,False
974458,34,m,Mitte,5,False
974611,32,f,SP,1,False
974855,22,m,Keine,5,False
974879,42,f,AL,2,False
974923,27,m,PdA,1,False
975009,22,m,FDP,6,False
975362,33,f,Keine,4,False
975370,53,m,Grüne,3,True
975420,31,m,Keine,4,False
975521,25,m,SP,2,True
975600,54,m,SVP,6,True
975822,29,m,SP,3,False
975964,37,m,SVP,4,True
976067,66,m,Mitte,4,False
976134,33,f,Grüne,2,False
976139,37,f,SP,2,False
976184,47,m,SP,2,False
976231,30,m,Mitte,4,False
976245,32,f,Keine,2,False
976319,37,f,Grüne,2,False
976428,45,m,SP,2,False
977076,40,f,Keine,3,False
977239,32,m,SP,3,True
977300,21,f,SP,2,False
977590,23,m,Keine,1,False
977603,28,m,SP,2,False
977694,34,m,Keine,2,False
977753,48,m,Keine,6,False
977784,35,m,SP,1,False
977793,55,f,Keine,3,False
978295,45,m,SP,3,False
978379,35,m,SP,2,False
978438,51,m,Andere,2,False
978537,40,m,Keine,3,False
978552,54,f,AL,1,False
978631,19,f,FDP,4,False
978643,37,m,GLP,3,False
978687,25,f,Keine,2,False
978740,31,m,Grüne,2,False
978751,67,m,Keine,6,False
978845,63,m,Mitte,4,True
