,age,gender,pref_party,position,representative
979086,55,m,GLP,3,False
979316, , ,Mitte,5,True
979399,34,m,FDP,6,True
979460,26,m,SP,1,False
979548,40,m,SP,2,False
979982,36,f,Mitte,4,False
980064,35,m,Mitte,4,False
980182,51,m,Grüne,3,False
980267,22,m,GLP,5,False
980341,24,m,GLP,3,False
980573,30,m,SP,2,False
980942,39,m,FDP,5,False
981300,22,m,GLP,3,False
981316,28,m,FDP,5,False
981404,37,m,SP,2,False
981410, , ,SP, ,False
981572,49,m,Mitte,3,False
981913,39,m,GLP,3,True
981918,28,m,Mitte,3,True
982074,37,m,GLP,4,False
982097,30,f,SVP,5,True
982101,43,m,GLP,4,False
982801,46,m,Keine,3,False
982871,51,m,Keine,4,False
983118,28,m,GLP,3,False
983257,62,f,Keine,3,False
983340,60,m,FDP,6,False
984032,27,m,SP,2,False
984120,20, ,SP,2,True
984155,63,m,GLP,3,False
984200,33,f,AL,1,False
984269,76,f,Keine,4,False
985126,48,m,Grüne,2,False
985160,30,none,SP,3,False
985234,53,m,Mitte,4,False
985646,34,f,SP,2,False
985875,33,f,GLP,3,False
985882,31,m,GLP,5,False
986113,19,m,Keine,4,False
986156,43,f,Keine,7,False
986162,44,m,Keine,5,False
986242,26,m,GLP,3,False
986250,29,f,Keine,3,False
986318,38,m,Mitte,4,False
986365,37,m,SP,2,False
986383,25,m,Grüne,2,True
986564,45,m,Keine,3,False
986602,37,m,Keine,5,False
986739,26,m,GLP,2,True
986844,43,m,Andere,2,False
986851,26,f,PdA,1,False
986949,30,m,GLP,4,False
986970,54,m,Grüne,3,False
987193,24,m,SP,2,False
987204,20,f,Keine,3,False
988420,32,m,Keine,4,False
988422,45,m,Keine, ,False
988457,35,m,GLP,3,True
988556,34,m,SP,1,False
988606,39,f,Keine,4,False
988614,48,m,Keine,5,False
988808,27,f,SP,1,False
988886,30,f,SP,2,False
988919,32,m,Grüne,1,False
989094,38,m,GLP,5,False
989365,42,f,Grüne,3,True
989508,30,f,EVP,3,True
989631,30,m,Grüne,2,False
989829,52,m,SP,2,False
990196,58,m,SP,3,False
990365,46,m,SVP,6,True
990375,55,f,GLP,3,False
990388,54,m,GLP,3,False
990639,33,m,Keine,1,False
990786,57,m,SVP,7,True
990976,27,m,Keine,5,False
991044,27,m,Keine,3,False
991113,58,m,SVP,7,True
991428,33,m,FDP,5,False
991670,31,m,Keine,3,False
991760,62,m,Mitte,5,True
992130,46,m,GLP,4,False
992154,26,f,Keine,3,False
992428,32,f,EVP,3,False
992676, , ,AL,1,False
992756,32,f,FDP,5,True
993089,16,f,Mitte, ,True
993286,28,m,AL,2,False
993442, , ,GLP,4,False
993667,23,m,FDP,5,True
993905,25,m,SP,1,False
994099,79,m,Andere,2,False
994272,43,m,FDP, ,False
994466,16,f,Keine,3,False
994506,48,m,Keine,6,False
994536,61,m,Grüne,2,True
994616, , ,Keine,5,False
994748,49,m,Grüne,3,True
994808,29,m,FDP,5,False
994850,63,m,GLP,5,False
994856,35,m,SP,3,True
994864,24,m,GLP,3,False
994947,29,m,SP,2,False
995001,39,f,SVP,6,True
995049,29,m,FDP,5,False
995100,31,m,Keine,4,False
995183,24,m,SP,2,False
995433,20,m,FDP,4,True
996070,39,m,Keine,4,False
996298,35,m,SVP,6,True
996302,37,m,SP,2,False
996313,25,m,Mitte,3,False
996333, , ,Keine, ,False
996643,15,m,FDP,5,True
996986,63,m,FDP,5,False
997058,43,m,GLP,3,False
997196,50,m,SP,2,False
997272,46,m,SP,3,False
997301,74,m,Mitte,4,True
997382,63,m,FDP,6,False
997385,27,m,GLP,4,False
997518,20,m,PdA,1,False
997976,38,m,GLP, ,True
998010,71,m,GLP,5,False
998116,26,m,Andere,1,False
998177,26,m,SP,2,True
998200,42,m,Keine,4,False
998230,44,m,SP,1,False
998321,41,x,Grüne,1,True
998444, , ,GLP,3,True
998472,59,m,Keine,3,False
998613,38,f,Keine,3,False
998669,19,m,Keine,1,False
998734,23,m,Keine,3,False
998790,28,x,SP,1,False
998795,67,f,EVP,4,False
999025,24,m,FDP,5,False
999065,26,m,FDP,5,True
999138,41,m,GLP,4,False
999550,50,f,Keine,4,False
999608,43,f,Grüne,2,True
999647,42,m,SP,3,False
999694,59,m,Grüne,2,False
999787,36,f,SP,2,False
999803,32,m,SP,2,False
999838,33,f,SP,2,False
1000077,34,m,SVP,5,True
1000308,28,m,Grüne,2,False
1000352,45,m,Keine,4,False
1000376,57,m,GLP,5,False
1000444,70,m,GLP,4,False
1000454,28,m,Keine,4,False
1000596,55,f,Keine,4,False
1000725,52,m,EVP,3,True
1000992,25,m,Keine,5,False
1001032,43,m,SVP,6,True
1001251,39,f,Grüne,2,False
1001322,37,m,GLP,2,False
1001344,32,m,SP,2,True
1001387,23,m,Keine,3,False
1001811,62,m,Grüne,2,True
1001846,28,none,Grüne,1,False
1002025,20,m,Keine,4,False
1002106,29,f,SP,1,False
1002433,61,m,SVP,6,True
1003265,59,f,EVP,5,False
1003335,39,m,Keine,4,False
1003344, , ,SP,1,False
1003646,34,m,Mitte,4,False
1003654,49,m,Keine,5,False
1003861,29,m,Grüne,4,False
1003992,27,f,SP,2,False
1004155,69,m,Grüne,2,False
1004187,28,m,GLP,5,False
1004253,62,m,GLP,4,False
1004337,70,f,GLP,5,False
1004481,33,m,FDP,5,False
1004538,55,m,GLP,3,False
1004592,34,m,Keine,5,False
1004633,71,f,SP,1,False
1004913, , ,SP,2,False
1004951,46,f,Keine,6,False
1005090,45,m,FDP,5,False
1005269,34,m,SP,2,False
1005308,49,m,GLP,3,False
1005529,42,m,FDP,5,True
1005590,25,m,Grüne,2,False
1005964,33,f,SP,2,False
1006319,39,m,Keine,1,False
1006348,33,f,Grüne,2,False
1006417,33,m,SP,2,False
1006538,71,f,Mitte,3,False
1006588,31,x,Mitte,1,True
1006805,45,m,FDP,5,False
1006921,59,none,SP,1,False
1006998,40,f,Keine,2,False
1007071,40,m,GLP,3,False
1007111,37,m,FDP,6,False
1007142, , ,EVP,4,True
1007265, ,m,SVP,6,True
1007522,54,m,Mitte, ,True
1007758,62,m,FDP,6,True
1007987,40,f,GLP,5,False
1007988,36,m,Grüne,2,True
1007997,41,f,GLP,2,False
1008404,45,m,SP,2,False
1008606,27,m,Grüne,2,False
1008720,35, ,GLP,3,False
1009097,20,m,GLP,5,False
1009297,30,m,SP,1,False
1009328,66,m,Keine,3,False
1009439,37,m,Keine,5,False
1009667, , ,GLP,4,False
1009719,47,m,Keine,3,False
1009939,77,m,SP,3,False
1010310,61,m,FDP,5,False
1010760,21,m,Keine,4,False
1010878,30,m,Grüne,2,True
1011032,54,f,FDP,5,False
1011182,31,f,Keine,1,False
1011233,38,m,SP,1,False
1011473,38,m,FDP,5,True
1011845,19,m,Keine,2,False
1011860,31,m,SP,2,False
1011907,22,f,Keine,3,False
1012070,52,m,Keine,1,False
1012322,29,f,SVP,6,True
1012346,38,m,FDP,6,False
1012358,18,f,SP,2,False
1012404,28,m,Mitte,4,False
1012454,32,f,GLP,4,True
1012579,20,m,Keine,2,False
1012690,27,m,Grüne,1,False
1012693,23,none,AL,1,False
1012740,64,m,GLP,3,False
1012803,26,m,SP,2,True
1012826,48,m,Keine,3,False
1012856,34,m,FDP,5,False
1012919,45,m,Keine,4,False
1013003,55,m,Mitte,5,True
1013018,36,m,GLP,2,False
1013169, , ,Mitte,5,True
1013378,48,m,Keine,6,False
1013482,43,m,Mitte,4,False
1013566,24,m,Mitte,4,False
1013575,24,m,SP,2,False
1013693,26,m,SP,1,True
1013806,41,m,Keine,4,False
1013854,45,m,FDP,5,False
1013861,63,m,Keine,2,False
1014046,45,f,SP,2,False
1014304,38,m,SP,6,False
1014493,35,f,Keine,3,False
1014768,50,m,FDP,6,False
1014995,49,f,SP,2,False
1015168,24,m,SP,3,False
1015399,54,m,GLP,4,False
1015515,24,m,GLP,3,False
1015561,53,m,SP,2,False
1015784,33,m,Mitte,5,False
1015859,55,m,Keine,6,False
1015876,51,m,GLP,3,False
1015914,34,m,FDP,5,False
1015939,40,f,GLP,4,True
1015986,34,m,Mitte,5,False
1016221,27,m,GLP,2,False
1016237,31,m,FDP,5,False
1016259,68,m,SP,2,True
1016440,41,f,Mitte,5,True
1016738,57,m,FDP,5,False
1016991,42,f,GLP,3,False
1017070,40,m,GLP,3,False
1017320,30,m,SVP,6,True
1017408,47,m,Mitte,4,True
1017433,58,m,Keine,6,False
1017655,54,m,FDP,5,False
1017845,21,f,Keine,2,False
1017891,44,m,GLP, ,False
1018241,27,m,Keine,3,False
1018249,22,m,Keine,3,False
1018325,40,f,FDP,5,True
1018483,75,m,Keine, ,False
1018504,21,m,GLP,3,False
1018683,39,f,GLP,3,False
1018945,38,m,GLP,5,True
1019148,25,f,SVP,6,True
1019229,24,m,SP,3,False
1019246,39,m,GLP,3,False
1019343,60,m,EVP,4,True
1019387,36,m,FDP,5,True
1019401,31,x,SP,2,False
1019500,52,f,Grüne,1,True
1019534,41,f,SP,2,True
1019536,27,m,Grüne,1,False
1019610,44,f,GLP,3,True
1019740,37,m,Keine,6,False
1019782,19,m,SP,1,False
1019840,53,m,Keine,3,False
1019934,35,m,SP,2,True
1020133,30,m,AL,1,False
1020140,29,f,GLP,2,False
1020141,78,m,SP,2,False
1020161,69,m,EDU,6,True
1020189,52,f,Grüne,2,True
1020311,46,f,Keine,6,False
1020385,54,m,Keine,5,False
1020522,38,f,Keine,2,False
1020559,69,m,Keine,6,False
1020591, , ,SP,1,True
1020725, , ,FDP, ,True
1020747,37,m,FDP,5,False
1020855,51,m,Grüne,2,False
1020900,48,f,SVP,6,True
1020934,28,f,Keine,4,False
1021017,32,m,GLP,5,False
1021226,60,m,FDP,6,False
1021605,33,m,FDP,5,False
1022021,33,f,SP,2,False
1022592,41,m,FDP,5,False
1022647,31,m,GLP, ,False
1023074,34,f,SP,1,False
1023182,55,m,SP,2,False
1023482,27,m,Mitte,5,False
1023483,31,f,Keine,4,False
1023501,34,f,SP,2,False
1023594,39,m,GLP,3,False
1023738,35,m,EVP,2,False
1023744,39,f,Keine,2,False
1024080,26,m,SP,1,False
1024101,41,m,SVP,7,True
1024359,52,f,SP,2,False
1024655, , ,Keine,4,False
1024694,22,f,Keine,2,False
1024996,28,m,Keine,2,False
1025083,43,m,GLP,5,False
1025142, , ,FDP,5,False
1025229,39,m,Grüne,1,False
1025373,40,none,Grüne,1,False
1025402,47,m,Keine,6,False
1025521,30,m,Grüne,3,True
1025906,18,m,GLP,4,False
1025955,43,m,FDP,6,False
1026135, , ,Mitte,6,True
1026535,39,m,Mitte,4,False
1026571,25,f,EVP,2,False
1026898,46,m,SP,2,False
1027462,52,m,GLP,3,False
1027483,70,f,SP,2,True
1027554,40,m,Mitte,4,False
1027744,49,m,GLP,3,False
1027955,53,m,SP,2,False
1028009,30,m,Keine,3,False
1028282,50,m,Grüne,6,False
1028382,38,m,GLP,5,False
1028489,70,f,SP,2,False
1028729,33,m,Keine,5,False
1028856,59,m,FDP,6,False
1028888,52,m,Keine,3,False
1029246,39,f,SP,2,False
1029403,50,m,Grüne,3,False
1029621,28,f,EVP,3,False
1029659,53,m,GLP,3,False
1029810,46,m,Keine,3,False
1030538,55,m,GLP,3,False
1030759,41,m,Grüne,2,True
1030880,57,m,FDP,5,False
1030926,35,m,Mitte,3,False
1031149,68,m,Grüne,5,False
1031324,46,m,FDP,4,False
1031444,29,f,FDP,5,False
1031445,45,m,FDP,4,False
1031575,61,m,Keine,4,False
1031656,41,f,Grüne,2,True
1031791,30,f,GLP,2,False
1031982,29,f,Keine,4,False
1032210,25,f,SP,1,False
1032661,26,m,Keine,5,False
1032763,22,f,SP,2,False
1032929,50, ,Grüne,2,False
1032962,41,m,EVP,3,False
1033168,57,m,Mitte,6,False
1033250,43,f,Keine,4,False
1033413,49,m,FDP,5,False
1033535,31,m,GLP,3,False
1033691,46,m,SP,3,False
1033757,24,m,FDP,6,True
1034000,31,f,SP,2,False
1034056,66,m,FDP,6,False
1034147,28,x,PdA,1,False
1034167,43,m,Keine, ,False
1034269,50,m,Keine,5,False
1034353,45,m,Keine,4,False
1034497,23,m,GLP,5,False
1034552,60,m,Keine,4,False
1034717,23,m,AL,2,False
1034762,64,m,SP,2,False
1035204,34,m,GLP,3,False
1035314,53,m,GLP,2,False
1035573,55,m,SVP,6,True
1035590,33,m,Keine,5,False
1035614,29,f,SP,2,True
1035655,55,m,Keine,5,False
1035678,35,m,Grüne,2,True
1035929, , ,GLP,4,False
1036223,44,m,FDP,3,False
1036477,30,f,EDU,4,False
1036651,42,m,Mitte,3,False
1037034,31,m,SP,1,True
1037071,58,f,Grüne,3,True
1037396,19,f,Keine,3,False
1037477,19,m,SP,3,False
1037531,27,x,SP,1,False
1037554,24,m,GLP, ,False
1037601,65,m,Keine,3,False
1037612,38,m,Keine,4,False
1037626, ,m,Grüne,3,False
1037685,79,m,SP,2,True
1037726,30,m,GLP,3,True
1038023,20,m,SP,1,False
1038024,34,m,FDP,5,True
1038308,33,m,SP,2,True
1038309,17,m,Keine,5,False
1038339,33,m,Keine,5,False
1039040,29,f,Keine,3,False
1039147,46,m,FDP,5,True
1039206,40,f,GLP,3,False
1039268,41,m,FDP,6,False
1039287, , ,Grüne, ,False
1039322,56,m,Keine,4,False
1039389,43,m,Mitte,5,False
1039408,70,m,GLP,3,False
1039634,54,f,Grüne,2,False
1039715,25,f,GLP,2,False
1039742,52,m,GLP,4,False
1039849,58,f,Keine,3,False
1039902,32,m,GLP,7,False
1039926,31,m,FDP,5,False
1039931,29,m,SP,2,True
1039932,33,f,Keine,1,False
1040028,60,m,FDP,5,False
1040125, , ,Mitte,3,False
1040151,34,m,Keine,5,False
1040203,72,m,GLP,4,True
1040329,27,m,Grüne,1,True
1040644,68,m,Keine,3,False
1040831,38,m,Keine,5,False
1040933, ,f,Mitte,4,False
1041036,52,m,FDP,3,False
1041807,59,m,GLP,5,False
1042045,33,f,SP,2,False
1042128,60,m,Grüne,3,False
1042200,70,f,SP,3,True
1042282,43,m,FDP,5,False
1042295,25,m,SVP,6,True
1042605,57,m,Keine,6,False
1042969,41,m,Keine,5,False
1043225,76,m,Keine,4,False
1043319,55,m,SP,3,False
1043323,59,f,GLP,5,False
1043409,42,m,SP,3,False
1043418,19,m,Mitte,3,True
1043439,57,m,GLP,3,False
1043468, , ,GLP, ,False
1043797,37,f,SP,2,False
1043799,44,m,Grüne,3,False
1043941,33,m,SP,3,True
1044188,62,m,Keine,4,False
1044361, , ,GLP,3,False
1044424,61,m,Keine, ,False
1044663,53,m,FDP,3,False
1045139,43,m,Grüne,2,False
1045284, , ,Keine,4,False
1045357,52,m,EVP,5,False
1045505,60,f,SP,2,False
1045766,48,f,SP,2,True
1045845,38,m,GLP,5,False
1045886,34,f,SP,3,False
1046237,24,m,Grüne,2,False
1046298,31,m,GLP,3,False
1046690,56,m,SP,2,False
1047035,25,m,SVP,6,True
1047064,46,m,SP,2,True
1047200,3973,f,FDP,5,False
1047306,45,m,FDP,5,True
1047579,50,m,Andere, ,False
1047915,51,m,PdA,3,False
1047985,57,m,FDP,5,True
1048018,44,m,GLP,3,False
1048062,28,f,SP,1,False
1048075, , ,Mitte,4,False
1048089,28,m,GLP,5,True
1048255,63,m,Grüne,3,False
1048736,40,m,FDP,5,True
1048874,51,m,Keine,5,False
1048895,23,m,SP,1,False
1048921,39,f,SP,2,False
1049139,42,f,Keine,4,False
1049164,36,m,Keine,2,False
1049386,49,f,SVP,5,True
1049698,38,f,SVP,6,True
1049832,27,f,Mitte,4,False
1050014,31,m,Keine,4,False
1050089,41,f,GLP,3,False
1050299,22,m,SP,2,False
1050432,51,f,SP,3,False
1050556,39,m,Keine,5,False
1050894,24,m,Grüne,2,False
1050922,48,f,Keine,3,False
1050930,39,m,Keine,5,False
1050954,25,m,FDP,6,False
1051030,56,f,SP,3,False
1051036,54,m,Grüne,3,False
1051248,32,m,GLP,3,False
1051325, ,m,GLP,2,False
1051396,20,m,Keine,3,False
1051490,43,f,Mitte,3,False
1051532,39,m,FDP,5,False
1051663,19,m,SP,1,False
1051667,17,x,SP,1,False
1051672,25,m,Keine,4,False
1052002,47,m,SP,3,False
1052438,56,f,SP,1,False
1052510,59,m,EVP,2,False
1052559,39,m,GLP,5,False
1052588,70,f,SP,2,True
1052735,31,m,GLP,5,False
1052779,57,m,Mitte,5,True
1053444,29,m,GLP,2,False
1053548,46,m,Keine,4,False
1053598,62,f,GLP,5,False
1053789,34,f,Keine,3,False
1053900,36,m,SP,1,False
1054065,48,m,GLP,4,False
1054180,42,m,GLP,6,False
1054468,38,f,GLP,5,False
1054495,58,m,SP,1,False
1055346,50,f,GLP,3,False
1055358, , ,Keine,5,False
1055461,39,m,Grüne,1,True
1055518,21,f,SP,1,False
1055534,58,f,Keine,3,False
1055657,55,m,Grüne,3,False
1055768, , ,Grüne,2,False
1055899,43,m,FDP,5,True
1055909,36,f,GLP,2,False
1056045,25,m,SVP,7,True
1056253,38,m,AL,1,False
1056463,40,f,FDP,5,False
1056492,59,m,SP,2,False
1056500,61,m,SVP,6,True
1056536,46,m,Keine,5,False
1056588,30,m,FDP,4,False
1056635,69,m,FDP,5,False
1056676,75,m,SVP,6,True
1056911, , ,Keine,4,False
1057008,62,m,FDP,4,False
1057179,53,m,SVP,5,True
1057279,33,m,EVP,2,False
1057401,61,m,Keine,4,False
1057531,51,m,Keine,3,False
1057684,61,m,Keine,3,False
1057887,73,m,FDP,5,False
1057891,70,m,Mitte,5,False
1057937, , ,SP,3,False
1057952,33,m,FDP,5,True
1057988,31,m,Andere,2,False
1058517,58, ,SP,2,False
1058940,43,m,FDP,4,False
1058965,54,m,Mitte, ,False
1059037,74,m,Andere,2,False
1059127,42,x,Keine,3,False
1059132,54,m,FDP,4,False
1059178,65,m,SP,3,True
1059460,44,m,GLP,4,False
1059876,22,m,Keine,7,False
1059966,34,f,SVP,7,True
1060156,19,f,GLP,2,True
1061119,51,f,GLP,2,True
1061322,40,m,Grüne,2,False
1061473,38,m,SP,3,False
1061561,47,m,Andere,5,False
1061571,38,m,PdA,1,False
1061585,55,m,FDP,6,True
1061617,52,x,PdA,1,False
1061643,66,m,GLP,3,True
1061674,31,m,Grüne,1,False
1061939,35,m,Grüne,3,False
1061981,56,m,Grüne,1,False
1062140,54,m,SVP,6,True
1062204,21,m,SP,7,True
1062466,59,m,FDP,5,False
1062499,39,m,FDP,5,False
1062656,42,m,GLP,5,False
1062707,35,f,SP,2,False
1063003,38,f,GLP,3,False
1063231,35,m,Grüne,2,False
1063383,38,m,Keine,3,False
1063459,37,m,Keine,3,False
1063712,24,m,GLP, ,False
1063835,66,m,FDP,5,False
1064283,42,f,Grüne,2,False
1064332,17,m,Keine,3,False
1064449,44,m,Grüne,3,False
1064507,28,f,SP,1,False
1064518,48,f,Keine,2,False
1064630,24,m,Keine,5,False
1064689,26,m,Keine,3,False
1064753,25,m,SP,2,False
1064852,37,m,SVP,6,True
1065202,34,f,GLP,3,False
1065240,27,f,Keine,3,False
1065322,85,f,Keine,4,False
1065351,33,m,GLP,4,False
1065536,35,m,Keine,5,False
1065541,59,m,SP,1,False
1065607,35,m,Keine,3,False
1065613,54,m,FDP,4,False
1065648,70,f,SP,2,False
1065673,52,f,Keine,4,False
1065676,39,m,Mitte,5,False
1065784,26,m,SP,2,False
1065953,34,m,Mitte, ,False
1065955,41,f,Keine,2,False
1066029,29,m,Keine,3,False
1066099,63,m,SP,3,False
1066114,22,m,Keine,2,False
1066211,40,m,FDP,5,False
1066248,46,m,Grüne,2,False
1066279,66,f,Mitte,4,False
1066290,42,m,SP,3,False
1066300,63,m,Grüne,3,False
1066350,28,m,SP,2,False
1066409,33,m,Andere,4,False
1066527,64,f,SP,2,True
1066604,29,f,SP,2,False
1066643,32,m,Keine,4,False
1066670,57,m,GLP,5,False
1066977,35,f,Grüne,2,False
1067139,31,m,FDP,5,True
1067152,57,f,Mitte,5,False
1067160,29,f,GLP,3,False
1067190, ,m,Keine,3,False
1067233,57,m,SP,2,False
1067373,45,f,GLP,3,False
1067469,44,m,EVP,3,False
1067492,52,f,Grüne,1,True
1067533,54,m,FDP,5,False
1067620,59,m,Grüne,3,False
1067935,25,m,SP,2,False
1068079,27,m,Keine,4,False
1068155,42,m,EDU,7,True
1068175,28,f,EVP,4,True
1068190,33, ,EVP,6,False
1068872,32,f,Keine,2,False
1068975,75,m,GLP,3,False
1069145, , ,Keine,5,False
1069283,36,m,SP,2,False
1069507,77,m,SP,1,True
1069633,76,f,Grüne,2,False
1069913,80,m,Keine,4,False
1070003,83,m,FDP,5,False
1070115, , ,Keine,4,False
1070250,69,m,EDU,4,False
1070413,58,m,GLP,4,False
1070527,45,f,SP,3,True
1070569,35,none,SP,1,False
1070619,51,m,GLP,3,True
1070626,35,m,GLP,4,False
1070632,39,m,GLP,7,False
1070711,27,m,Keine,3,False
1070768,64,m,GLP,3,False
1070798,60,f,GLP,4,False
1070975,58,m,GLP,3,False
1071676,60,f,Keine,5,False
1071958,61,m,Keine,5,False
1072678,38,m,Keine,1,False
1072726,48,m,Keine,5,False
1072765,56,f,SVP,6,True
1072772,56,f,GLP,4,False
1072913,30,f,Grüne,2,False
1072951,49,m,Keine,6,False
1073035,49,f,Grüne,2,False
1073036,25,f,Grüne,1,False
1073065,53,m,Grüne,2,False
1073073,43,m,SP,3,False
1073142,28,f,Keine,1,False
1073227,55,m,GLP,5,False
1073273,25,m,SP,2,False
1073378,53,m,SP,3,True
1073535,32,m,GLP,3,False
1073677,21,m,Keine,3,False
1073934,34,f,Keine, ,False
1073957,33,m,SP,1,False
1074184,52,m,SP,2,True
1074261,55,f,Keine,3,False
1074282,29,m,SVP,6,True
1074341, , ,FDP,5,False
1074411,29,m,Keine,4,False
1074475,55,m,GLP,4,True
1074563,44,m,SP,3,True
1074597,52,m,GLP,3,False
1074865,34,m,Keine,5,False
1075145,52,m,GLP,3,False
1075248,28,m,GLP,5,False
1075288, , ,AL,2,False
1075557,53,m,Grüne,2,True
1075737,71,m,SP,2,False
1075841,35,f,Keine, ,False
1075915,43,m,FDP,5,False
1075991,28,f,GLP,4,False
1076732,51,m,FDP,4,True
1076872,42,m,FDP,5,False
1076984, , ,GLP,3,False
1077081,22,m,Grüne,2,True
1077158,24,m,GLP, ,False
1077212,59,f,Keine,3,False
1077406,17,m,FDP,5,False
1078314,28,f,Grüne,3,False
1078505,20,m,Keine,5,False
1078709,45,m,Keine,4,False
1078875,57,m,FDP,4,False
1079038,27,x,SP,1,False
1079665,32,m,Keine,5,False
1079942,33,m,Keine,4,False
1080011, , ,Grüne,2,False
1080102,30,m,GLP, ,False
1080227,25,m,FDP,6,False
1080414,36,f,SP,2,False
1080426,25,m,GLP,2,False
1080804, , ,SVP,7,True
1080810,39,m,EVP,3,True
1081066,41,m,GLP,3,False
1081182,38,f,Grüne,2,False
1081208,27,f,GLP,3,False
1081325,46,m,FDP,5,False
1081583,29,f,SP,1,True
1081607,55,m,Keine,6,False
1081662,43,m,Keine,3,False
1081940,19,m,SP,2,True
1082163,36,m,Grüne,2,False
1082219, , ,Keine,2,False
1082581,63,m,Mitte,3,True
1083086,41,m,Keine,5,False
1083294,37,m,GLP,5,False
1083416,57,m,SP,3,True
1083441,48,m,FDP,4,True
1083653,19,m,EVP,3,True
1083789, ,m,AL,2,False
1083819,27,m,SP,2,True
1084084, , ,Keine,4,False
1084363,22,f,Grüne,3,False
1084454,31,f,Keine,5,False
1084485,30,m,Grüne,2,False
1084702,48,m,Grüne,2,False
1084884,72,m,GLP,3,False
1084899,50, ,Keine,2,False
1084938,39,f,FDP,2,True
1085035, , ,Keine,2,False
1085228,56,f,SP,2,False
1085389,38,f,SP,2,False
1085429,35,m,GLP,3,False
1085451,51,f,AL,1,False
1085513,22,f,SP,3,False
1085799,54,m,Grüne,2,False
1085933,37,m,Grüne,2,False
1085940,32,m,Grüne,2,False
1085950,50,m,EVP,5,False
1085977,54,m,GLP,3,False
1086126,30,m,Mitte,5,True
1086347,33,m,Grüne,3,True
1086541,41,m,Keine, ,False
1086587,37,none,SP,2,False
1086684,60,m,FDP,6,False
1086734,58,m,SP,1,False
1086774,38,m,Keine,5,False
1086881,39,m,AL,1,False
1087034,56,m,Keine,5,False
1087112,48,m,Keine,4,False
1087212,32,f,Keine,3,False
1087214,29,f,FDP,6,False
1087329,48,m,GLP,3,False
1087426,35,m,Keine,3,False
1087431,29,m,FDP,5,False
1087557,52,m,Keine,1,False
1087641, , ,GLP,3,False
1087836,22,m,Grüne,3,False
1087907, ,f,SP,2,False
1087970,19,f,SP,4,False
1088176,34,m,Keine,2,False
1088503,50,m,Keine,7,False
1088606,33,f,Grüne,2,False
1088725,33,m,Keine,3,False
1088918,28,f,SP,2,True
1089060,34,m,SP,1,False
1089256,57,m,Keine, ,False
1089385,40,m,GLP,4,False
1089536,45,m,FDP,4,False
1089814,59,m,GLP,3,False
1090165,31,f,GLP,3,False
1090391,43,f,Grüne,2,False
1090491,34,m,Keine,5,False
1090553, , ,FDP,4,False
1090831,64,m,Mitte,4,False
1091096,57,m,GLP,2,False
1091138,62,m,Keine,6,False
1091338,35,m,Keine,5,False
1091678,30,m,Grüne,3,False
1091711,30,m,SP,3,False
1091756,28,m,Keine,4,False
1091759,30,m,Keine,4,False
1091833,31,m,Keine,5,False
1092007,30,f,SP,2,True
1092250,60,m,SP,3,True
1092355,28,m,SP,1,False
1092385,34,m,FDP,5,False
1092490,50,m,SVP,7,True
1092494,18,f,Keine,3,False
1092503,51,m,Keine, ,False
1093217,40,m,Keine,6,False
1093333,43,m,GLP,4,False
1093387,22,m,SVP,6,True
1093736,69,m,FDP,6,False
1093802,24,m,GLP, ,False
1093812,24,m,GLP, ,False
1094031,16,f,Keine,3,False
1094166,64,m,GLP,4,False
1094370,43,m,Keine,2,False
1094934,55,m,FDP,5,False
1095051,56,m,FDP,6,False
1095177,35,m,FDP,5,True
1095193,55,m,Mitte,6,False
1095268, , ,SP, ,False
1095328,34,f,GLP,3,False
1095431,60,m,Grüne,2,False
1095895,42,m,Keine,5,False
1095965,31,m,SP,3,False
1096019,66,f,EVP,2,False
1096070,39,f,SP,2,True
1096389,31,m,FDP,5,False
1096437,29,f,SP,1,True
1096503,22,f,Grüne,1,False
1096654,33,m,Keine,5,False
1096731,45,m,Grüne,1,False
1096980,37,m,Keine,3,False
1097008, , ,SP,2,False
1097050,38,m,FDP,4,True
1097090,32,m,Grüne,1,False
1097122,48,f,GLP,3,False
1097422,49,m,Keine,3,False
1097429,24,m,GLP,3,False
1097436,27,m,GLP,3,False
1098268,21,m,Keine,4,False
1098269,51,m,GLP,3,False
1098379,26,f,GLP,2,False
1098494,62,m,Grüne,1,False
1098669,69,m,SP,3,False
1098989,31,m,EVP,3,True
1099095,35,m,FDP,5,False
1099535,50,f,GLP,2,False
1099739,44,f,Mitte,5,False
1099791,42,m,EVP,4,True
1099802,52,m,GLP,3,False
1099866,28,m,SP,2,False
1100018,47,m,GLP,4,True
1100193,41,f,SP,1,True
1101143,43,m,Mitte,4,False
1101527,33,m,SP,2,False
1101599,46,m,FDP,5,False
1101610,27,m,GLP,6,True
1101804,28,m,Keine,5,False
1101808,26,m,Grüne,2,False
